ID,Antenna,RSSI,LQ,SNR,PWR,FHSS,PFD,NU
9361,0,-94,91,9,0,13,3,1
9362,0,-86,91,10,0,75,4,1
9363,0,-86,92,10,0,75,3,1
9364,0,-86,93,11,0,75,3,1
9365,0,-86,94,11,0,75,2,1
9366,0,-99,95,4,0,47,2,1
9367,0,-98,96,3,0,47,2,1
9368,0,-98,97,4,0,47,1,1
9369,0,-98,98,4,0,47,2,1
9374,0,-95,95,8,0,19,0,1
9377,0,-95,93,7,0,19,0,1
9378,0,-96,93,8,0,15,-2,1
9379,0,-96,93,8,0,15,-4,1
9380,0,-97,93,7,0,15,-1,1
9381,0,-97,93,6,0,15,-2,1
9382,0,-96,93,5,0,16,0,1
9383,0,-97,93,7,0,16,1,1
9384,0,-97,93,7,0,16,17,1
9385,0,-98,93,6,0,16,4,1
9408,0,-86,93,10,0,56,-4,1
9409,0,-86,93,10,0,56,15,1
9414,0,-91,89,9,0,72,0,1
9415,0,-91,89,9,0,72,-6,1
9416,0,-91,89,9,0,72,-6,1
9417,0,-91,89,8,0,72,-7,1
9418,0,-104,89,1,0,6,-6,1
9419,0,-104,89,1,0,6,-5,1
9420,0,-103,89,1,0,6,-9,1
9421,0,-103,89,1,0,6,-2,1
9422,0,-92,89,9,0,27,17,1
9423,0,-92,89,8,0,27,0,1
9424,0,-91,89,8,0,27,1,1
9425,0,-92,89,8,0,27,1,1
9426,0,-83,89,10,0,60,-1,1
9427,0,-83,89,11,0,60,-1,1
9428,0,-83,89,11,0,60,0,1
9429,0,-82,89,10,0,60,-4,1
9430,0,-85,89,11,0,35,-1,1
9431,0,-84,89,10,0,35,2,1
9432,0,-85,89,10,0,35,4,1
9433,0,-85,89,10,0,35,4,1
9434,0,-82,89,8,0,40,18,1
9435,0,-82,89,8,0,40,7,1
9436,0,-83,89,7,0,40,5,1
9437,0,-103,89,0,0,14,3,1
9438,0,-103,89,0,0,14,-3,1
9439,0,-104,89,0,0,14,-2,1
9440,0,-104,89,0,0,14,-1,1
9441,0,-104,89,0,0,15,-2,1
9442,0,-105,89,0,0,15,-6,1
9443,0,-105,89,0,0,15,-7,1
9445,0,-87,88,10,0,71,0,1
9446,0,-87,88,10,0,71,16,1
9447,0,-87,88,10,0,71,1,1
9448,0,-87,88,10,0,71,2,1
9449,0,-82,88,11,0,65,1,1
9450,0,-82,88,9,0,65,2,1
9451,0,-83,88,10,0,65,3,1
9453,0,-83,87,11,0,58,0,1
9454,0,-83,87,10,0,58,2,1
9455,0,-83,87,10,0,58,1,1
9456,0,-83,87,11,0,58,-3,1
9457,0,-83,87,11,0,66,-2,1
9458,0,-83,87,10,0,66,17,1
9459,0,-83,87,10,0,66,-1,1
9460,0,-83,87,10,0,66,-2,1
9461,0,-88,87,10,0,50,-1,1
9462,0,-88,87,10,0,50,-1,1
9463,0,-88,87,10,0,50,-3,1
9464,0,-88,87,10,0,50,-7,1
9465,0,-87,87,10,0,35,-4,1
9466,0,-87,87,9,0,35,-2,1
9467,0,-87,87,9,0,35,-2,1
9468,0,-87,87,9,0,35,-3,1
9469,0,-99,87,5,0,23,-1,1
9470,0,-99,88,5,0,23,-1,1
9471,0,-99,89,5,0,23,17,1
9472,0,-99,90,5,0,23,-4,1
9473,0,-102,91,1,0,21,0,1
9474,0,-102,91,2,0,21,0,1
9475,0,-102,92,1,0,21,0,1
9476,0,-102,93,1,0,21,-5,1
9481,0,-92,89,9,0,72,0,1
9482,0,-92,89,9,0,72,4,1
9483,0,-92,89,9,0,72,19,1
9484,0,-92,89,9,0,72,1,1
9485,0,-90,89,9,0,36,1,1
9486,0,-90,89,10,0,36,0,1
9487,0,-90,89,8,0,36,1,1
9488,0,-90,89,9,0,36,-2,1
9489,0,-100,89,5,0,3,-4,1
9490,0,-100,89,5,0,3,-1,1
9491,0,-99,89,6,0,3,-1,1
9492,0,-99,89,5,0,3,0,1
9493,0,-85,89,10,0,64,1,1
9494,0,-85,89,10,0,64,3,1
9495,0,-85,89,10,0,64,2,1
9496,0,-85,89,11,0,64,18,1
9497,0,-86,89,10,0,59,3,1
9498,0,-86,89,10,0,59,1,1
9499,0,-86,89,10,0,59,-2,1
9500,0,-86,89,10,0,59,1,1
9501,0,-90,89,8,0,39,0,1
9502,0,-90,90,8,0,39,2,1
9503,0,-90,90,9,0,39,0,1
9504,0,-90,90,9,0,39,-2,1
9505,0,-88,90,10,0,42,0,1
9506,0,-88,90,10,0,42,-2,1
9507,0,-89,90,10,0,42,-3,1
9508,0,-89,90,10,0,42,17,1
9509,0,-96,90,8,0,7,1,1
9510,0,-96,91,7,0,7,0,1
9511,0,-96,92,8,0,7,1,1
9512,0,-96,93,7,0,7,1,1
9513,0,-94,94,7,0,31,0,1
9514,0,-95,94,7,0,31,3,1
9515,0,-94,94,8,0,31,1,1
9516,0,-94,94,8,0,31,0,1
9517,0,-85,94,10,0,63,3,1
9518,0,-85,94,10,0,63,-1,1
9519,0,-85,94,10,0,63,-3,1
9520,0,-85,94,6,0,63,0,1
9521,0,-90,94,9,0,69,18,1
9522,0,-90,94,10,0,69,0,1
9523,0,-90,94,9,0,69,0,1
9524,0,-90,94,9,0,69,-1,1
9525,0,-92,94,9,0,33,-2,1
9526,0,-92,94,10,0,33,-4,1
9527,0,-92,94,9,0,33,-3,1
9528,0,-92,94,9,0,33,-3,1
9529,0,-95,94,8,0,51,-3,1
9530,0,-95,94,8,0,51,-3,1
9531,0,-95,94,8,0,51,-4,1
9532,0,-95,94,8,0,51,-2,1
9533,0,-99,94,6,0,17,15,1
9534,0,-98,94,5,0,17,0,1
9535,0,-99,94,5,0,17,-1,1
9536,0,-98,94,6,0,17,-2,1
9537,0,-91,94,9,0,55,0,1
9538,0,-91,94,9,0,55,-2,1
9539,0,-91,94,10,0,55,-3,1
9540,0,-91,94,10,0,55,-3,1
9541,0,-93,94,9,0,32,-2,1
9542,0,-93,94,9,0,32,0,1
9543,0,-93,94,9,0,32,2,1
9544,0,-93,94,9,0,32,2,1
9545,0,-100,95,5,0,4,4,1
9546,0,-100,95,5,0,4,21,1
9548,0,-100,94,5,0,4,0,1
9549,0,-99,94,6,0,25,3,1
9550,0,-98,94,5,0,25,0,1
9551,0,-99,94,5,0,25,1,1
9552,0,-99,94,5,0,25,-2,1
9553,0,-90,95,8,0,78,0,1
9554,0,-91,95,8,0,78,-1,1
9555,0,-90,95,9,0,78,-2,1
9556,0,-90,95,8,0,78,-1,1
9557,0,-97,95,6,0,27,-1,1
9558,0,-97,95,6,0,27,16,1
9559,0,-97,95,6,0,27,0,1
9560,0,-97,95,6,0,27,0,1
9561,0,-85,95,10,0,62,0,1
9562,0,-85,95,10,0,62,-2,1
9563,0,-84,95,9,0,62,-3,1
9564,0,-84,95,10,0,62,-3,1
9565,0,-89,95,9,0,38,-1,1
9635,0,-92,98,9,0,48,0,1
9636,0,-92,98,10,0,48,-1,1
9638,0,-111,97,-4,0,20,0,1
9640,0,-109,96,-3,0,20,0,1
9641,0,-92,96,8,0,54,-4,1
9642,0,-92,96,8,0,54,-2,1
9643,0,-91,96,8,0,54,-1,1
9644,0,-91,96,9,0,54,-5,1
9645,0,-94,96,8,0,8,0,1
9646,0,-94,96,8,0,8,21,1
9647,0,-94,96,7,0,8,1,1
9648,0,-94,97,8,0,8,1,1
9650,0,-100,96,5,0,16,0,1
9651,0,-100,96,5,0,16,-3,1
9652,0,-100,96,5,0,16,-1,1
9653,0,-95,96,8,0,6,-1,1
9654,0,-95,96,8,0,6,-3,1
9655,0,-94,96,8,0,6,-1,1
9656,0,-95,96,8,0,6,-1,1
9657,0,-103,96,-3,0,18,0,1
9658,0,-104,96,-3,0,18,19,1
9659,0,-102,96,-2,0,18,0,1
9660,0,-102,96,-2,0,18,0,1
9661,0,-104,96,0,0,19,0,1
9662,0,-105,96,0,0,19,-5,1
9663,0,-105,96,0,0,19,-3,1
9664,0,-105,96,0,0,19,-3,1
9665,0,-88,96,10,0,76,-7,1
9666,0,-88,96,10,0,76,-2,1
9667,0,-88,96,10,0,76,-3,1
9668,0,-88,96,10,0,76,-1,1
9669,0,-94,96,8,0,12,-2,1
9670,0,-94,96,9,0,12,1,1
9671,0,-94,96,8,0,12,18,1
9672,0,-94,96,8,0,12,0,1
9673,0,-87,96,10,0,77,1,1
9674,0,-87,96,9,0,77,-1,1
9675,0,-87,96,9,0,77,1,1
9676,0,-87,96,9,0,77,0,1
9677,0,-97,96,6,0,1,-2,1
9678,0,-97,96,5,0,1,-3,1
9679,0,-97,96,6,0,1,-3,1
9680,0,-97,96,6,0,1,-2,1
9681,0,-94,96,8,0,53,-3,1
9682,0,-94,96,7,0,53,-3,1
9683,0,-94,96,8,0,53,15,1
9684,0,-94,96,8,0,53,-1,1
9685,0,-87,96,10,0,43,-3,1
9686,0,-87,96,10,0,43,-3,1
9687,0,-87,96,11,0,43,-1,1
9688,0,-87,96,10,0,43,-2,1
9689,0,-83,96,9,0,60,0,1
9690,0,-83,96,10,0,60,-3,1
9691,0,-83,96,10,0,60,-2,1
9692,0,-83,96,10,0,60,0,1
9693,0,-88,96,10,0,56,1,1
9694,0,-88,96,10,0,56,4,1
9695,0,-87,96,9,0,56,1,1
9696,0,-87,96,10,0,56,22,1
9697,0,-95,96,6,0,5,6,1
9698,0,-95,96,7,0,5,1,1
9699,0,-95,96,7,0,5,3,1
9700,0,-95,96,7,0,5,3,1
9701,0,-98,96,5,0,2,0,1
9702,0,-98,96,6,0,2,1,1
9703,0,-98,96,6,0,2,0,1
9705,0,-87,95,9,0,45,0,1
9706,0,-87,95,10,0,45,-3,1
9707,0,-86,95,10,0,45,0,1
9708,0,-86,95,10,0,45,14,1
9709,0,-86,95,9,0,79,1,1
9710,0,-86,95,8,0,79,1,1
9711,0,-86,95,9,0,79,0,1
9712,0,-86,95,8,0,79,1,1
9713,0,-91,95,9,0,30,-2,1
9714,0,-91,95,9,0,30,2,1
9715,0,-91,95,10,0,30,0,1
9716,0,-91,96,9,0,30,2,1
9717,0,-87,96,10,0,57,1,1
9718,0,-87,96,10,0,57,0,1
9719,0,-87,96,10,0,57,1,1
9720,0,-87,96,10,0,57,1,1
9721,0,-94,96,8,0,10,18,1
9722,0,-94,96,8,0,10,1,1
9723,0,-93,96,8,0,10,0,1
9724,0,-94,96,7,0,10,-1,1
9725,0,-87,96,10,0,46,-1,1
9726,0,-87,96,10,0,46,-2,1
9727,0,-87,96,10,0,46,-3,1
9728,0,-88,96,10,0,46,-2,1
9729,0,-85,96,10,0,67,-1,1
9730,0,-85,96,10,0,67,0,1
9731,0,-85,96,9,0,67,-1,1
9732,0,-85,96,11,0,67,1,1
9733,0,-92,96,10,0,49,19,1
9734,0,-92,96,9,0,49,3,1
9735,0,-92,96,10,0,49,3,1
9736,0,-92,96,9,0,49,1,1
9737,0,-96,96,-4,0,0,0,1
9740,0,-96,96,-4,0,0,0,1
9741,0,-90,96,9,0,29,1,1
9742,0,-90,96,11,0,29,-1,1
9743,0,-91,96,9,0,29,0,1
9744,0,-90,96,9,0,29,-2,1
9745,0,-92,96,9,0,26,-4,1
9746,0,-92,96,9,0,26,16,1
9747,0,-92,96,9,0,26,0,1
9748,0,-92,96,10,0,26,-1,1
9749,0,-88,96,10,0,73,-1,1
9750,0,-88,97,10,0,73,-4,1
9751,0,-88,97,9,0,73,-3,1
9752,0,-88,97,10,0,73,-2,1
9753,0,-86,97,5,0,40,-1,1
9754,0,-86,97,5,0,40,1,1
9755,0,-87,97,11,0,74,-1,1
9756,0,-87,97,10,0,74,16,1
9757,0,-87,97,10,0,74,-3,1
9758,0,-87,97,10,0,74,0,1
9759,0,-82,97,12,0,62,-1,1
9760,0,-83,97,11,0,62,0,1
9761,0,-83,97,10,0,62,-1,1
9762,0,-83,97,11,0,62,-3,1
9763,0,-85,97,10,0,76,-1,1
9764,0,-85,97,10,0,76,-1,1
9765,0,-85,97,10,0,76,-1,1
9766,0,-85,97,11,0,76,-1,1
9767,0,-94,97,7,0,24,2,1
9768,0,-94,97,8,0,24,3,1
9769,0,-94,97,8,0,24,20,1
9770,0,-95,97,8,0,24,2,1
9771,0,-86,97,11,0,57,2,1
9772,0,-86,97,10,0,57,-1,1
9773,0,-86,97,10,0,57,-3,1
9774,0,-86,97,8,0,57,-1,1
9775,0,-84,97,10,0,66,-3,1
9776,0,-84,97,10,0,66,-2,1
9777,0,-84,97,11,0,66,-1,1
9778,0,-84,97,11,0,66,-3,1
9779,0,-85,97,10,0,58,1,1
9780,0,-85,97,10,0,58,1,1
9781,0,-85,97,10,0,58,16,1
9782,0,-85,97,11,0,58,3,1
9783,0,-83,97,10,0,79,4,1
9784,0,-83,97,9,0,79,3,1
9785,0,-83,97,10,0,79,4,1
9786,0,-83,97,10,0,79,4,1
9787,0,-98,97,6,0,22,4,1
9860,0,-87,97,10,0,45,-5,1
9861,0,-87,97,10,0,45,-5,1
9862,0,-87,97,10,0,45,-4,1
9863,0,-89,97,10,0,37,-8,1
9864,0,-89,97,9,0,37,-5,1
9865,0,-89,97,9,0,37,-5,1
9866,0,-89,97,9,0,37,-4,1
9867,0,-90,97,10,0,36,-1,1
9868,0,-90,97,9,0,36,-1,1
9869,0,-90,97,9,0,36,17,1
9870,0,-90,97,10,0,36,0,1
9871,0,-98,97,6,0,9,1,1
9872,0,-98,97,6,0,9,0,1
9873,0,-98,97,6,0,9,0,1
9874,0,-98,97,6,0,9,-3,1
9875,0,-97,97,7,0,2,0,1
9876,0,-96,97,7,0,2,-1,1
9877,0,-97,97,6,0,2,1,1
9878,0,-97,97,7,0,2,-2,1
9879,0,-86,97,10,0,67,-1,1
9880,0,-86,97,10,0,67,0,1
9881,0,-86,97,10,0,67,18,1
9882,0,-86,97,10,0,67,1,1
9883,0,-88,97,11,0,69,0,1
9884,0,-88,97,10,0,69,0,1
9885,0,-88,97,11,0,69,-3,1
9886,0,-88,97,10,0,69,-2,1
9887,0,-103,97,2,0,20,-4,1
9888,0,-102,97,3,0,20,-2,1
9889,0,-102,97,3,0,20,1,1
9890,0,-102,97,3,0,20,-1,1
9891,0,-97,97,6,0,14,3,1
9892,0,-97,97,7,0,14,3,1
9893,0,-97,97,6,0,14,4,1
9894,0,-97,97,6,0,14,19,1
9895,0,-93,97,10,0,28,3,1
9896,0,-93,97,9,0,28,2,1
9897,0,-93,97,9,0,28,1,1
9898,0,-93,97,8,0,28,0,1
9899,0,-87,97,10,0,75,-1,1
9900,0,-87,97,10,0,75,-1,1
9901,0,-87,97,10,0,75,-2,1
9902,0,-87,97,10,0,75,0,1
9903,0,-91,97,10,0,48,-7,1
9904,0,-91,97,10,0,48,-2,1
9905,0,-91,97,10,0,48,-4,1
9906,0,-91,97,8,0,48,17,1
9907,0,-91,97,10,0,71,0,1
9908,0,-90,97,10,0,71,0,1
9909,0,-90,97,10,0,71,-3,1
9910,0,-89,97,2,0,71,0,1
9911,0,-92,97,9,0,49,0,1
9912,0,-93,97,9,0,49,-1,1
9913,0,-93,97,9,0,49,1,1
9914,0,-93,97,9,0,49,1,1
9915,0,-99,97,6,0,11,2,1
9916,0,-99,97,6,0,11,3,1
9917,0,-99,97,6,0,11,4,1
9918,0,-99,97,6,0,11,3,1
9919,0,-88,97,10,0,46,20,1
9920,0,-88,97,8,0,46,4,1
9921,0,-88,97,10,0,46,5,1
9922,0,-88,97,11,0,46,4,1
9923,0,-93,97,9,0,53,3,1
9924,0,-93,97,9,0,53,2,1
9925,0,-93,97,8,0,53,3,1
9926,0,-93,97,9,0,53,-1,1
9927,0,-91,97,9,0,72,1,1
9928,0,-91,97,9,0,72,0,1
9929,0,-91,97,10,0,72,0,1
9930,0,-91,97,9,0,72,-1,1
9931,0,-88,97,10,0,56,14,1
9932,0,-88,97,11,0,56,-2,1
9933,0,-88,97,10,0,56,-3,1
9934,0,-88,97,9,0,56,-1,1
9935,0,-97,97,7,0,6,-3,1
9936,0,-97,98,7,0,6,-5,1
9937,0,-97,99,7,0,6,-2,1
9938,0,-97,100,7,0,6,-3,1
9939,0,-95,100,9,0,29,-1,1
9940,0,-94,100,8,0,29,1,1
9941,0,-94,100,9,0,29,2,1
9942,0,-95,100,8,0,29,3,1
9943,0,-91,100,9,0,54,4,1
9944,0,-91,100,10,0,54,20,1
9945,0,-91,100,9,0,54,3,1
9946,0,-91,100,10,0,54,3,1
9947,0,-95,100,7,0,50,4,1
9948,0,-95,100,8,0,50,0,1
9949,0,-95,100,8,0,50,0,1
9950,0,-95,100,8,0,50,0,1
9951,0,-86,100,3,0,43,-3,1
9952,0,-87,100,9,0,43,-1,1
9953,0,-87,100,11,0,43,-2,1
9954,0,-87,100,9,0,43,-3,1
9955,0,-94,100,8,0,32,-2,1
9956,0,-94,100,8,0,32,16,1
9957,0,-94,100,9,0,32,-1,1
9958,0,-94,100,8,0,32,-1,1
9959,0,-85,100,10,0,59,-3,1
9960,0,-85,100,11,0,59,-3,1
9961,0,-85,100,10,0,59,-4,1
9963,0,-97,99,6,0,1,0,1
9964,0,-97,99,6,0,1,1,1
9965,0,-97,99,6,0,1,4,1
9966,0,-97,99,6,0,1,2,1
9967,0,-87,99,10,0,39,3,1
9968,0,-87,99,10,0,39,2,1
9969,0,-87,99,9,0,39,19,1
9970,0,-87,99,9,0,39,3,1
9971,0,-92,99,9,0,34,2,1
9972,0,-91,99,9,0,34,1,1
9973,0,-91,99,9,0,34,-2,1
9974,0,-92,99,8,0,34,-2,1
9975,0,-98,99,6,0,12,0,1
9976,0,-98,99,6,0,12,-2,1
9977,0,-98,99,6,0,12,-3,1
9978,0,-98,99,6,0,12,-2,1
9979,0,-98,99,7,0,7,-4,1
9980,0,-98,99,6,0,7,0,1
9981,0,-98,99,6,0,7,17,1
9982,0,-98,99,7,0,7,1,1
9983,0,-94,99,7,0,30,0,1
9984,0,-95,99,8,0,30,0,1
9985,0,-95,99,8,0,30,0,1
9986,0,-95,99,9,0,30,-4,1
9988,0,-103,98,2,0,19,0,1
9990,0,-103,97,2,0,19,0,1
9991,0,-89,97,9,0,70,-1,1
9992,0,-89,97,9,0,70,-1,1
9993,0,-89,97,9,0,70,-1,1
9994,0,-89,97,9,0,70,17,1
9995,0,-84,97,10,0,63,-3,1
9996,0,-84,97,10,0,63,0,1
9997,0,-84,97,11,0,63,-1,1
9998,0,-84,97,12,0,63,-1,1
9999,0,-97,97,6,0,26,-1,1
10000,0,-98,97,7,0,26,-2,1
10001,0,-98,97,6,0,26,-1,1
10005,0,-83,94,-5,0,44,0,1
10007,0,-86,93,11,0,42,0,1
10008,0,-86,93,11,0,42,4,1
10009,0,-86,93,11,0,42,6,1
10010,0,-86,93,10,0,42,6,1
10011,0,-101,93,3,0,10,3,1
10012,0,-101,93,4,0,10,1,1
10013,0,-101,93,3,0,10,2,1
10089,0,-87,95,10,0,69,1,1
10090,0,-87,95,11,0,69,3,1
10091,0,-87,95,10,0,69,4,1
10092,0,-87,95,11,0,69,23,1
10093,0,-88,95,9,0,39,4,1
10094,0,-88,95,10,0,39,4,1
10095,0,-88,95,9,0,39,3,1
10096,0,-88,95,9,0,39,-1,1
10097,0,-98,95,7,0,23,-1,1
10098,0,-97,95,7,0,23,0,1
10099,0,-97,95,7,0,23,-2,1
10100,0,-98,95,7,0,23,0,1
10101,0,-96,96,7,0,8,0,1
10102,0,-96,97,8,0,8,-2,1
10103,0,-96,98,7,0,8,-5,1
10104,0,-96,98,8,0,8,17,1
10105,0,-98,99,7,0,2,1,1
10106,0,-97,99,4,0,2,1,1
10107,0,-98,99,6,0,2,1,1
10108,0,-98,99,6,0,2,1,1
10109,0,-88,99,11,0,38,-1,1
10110,0,-88,99,10,0,38,1,1
10111,0,-88,99,9,0,38,1,1
10112,0,-88,99,10,0,38,0,1
10113,0,-88,99,3,0,71,1,1
10114,0,-88,99,11,0,71,0,1
10115,0,-88,99,10,0,71,-4,1
10116,0,-88,99,10,0,71,2,1
10117,0,-84,99,10,0,58,17,1
10118,0,-84,99,11,0,58,2,1
10119,0,-84,99,11,0,58,3,1
10120,0,-84,99,10,0,58,-1,1
10121,0,-99,99,6,0,4,1,1
10122,0,-99,99,6,0,4,0,1
10123,0,-99,99,6,0,4,-2,1
10124,0,-100,99,6,0,4,-1,1
10125,0,-87,99,10,0,73,-1,1
10126,0,-87,99,11,0,73,-5,1
10127,0,-87,99,10,0,73,-5,1
10128,0,-87,99,10,0,73,2,1
10129,0,-91,99,10,0,48,20,1
10130,0,-90,99,9,0,48,2,1
10131,0,-91,99,10,0,48,1,1
10132,0,-91,99,10,0,48,1,1
10133,0,-100,99,5,0,3,2,1
10134,0,-101,99,5,0,3,3,1
10135,0,-101,99,4,0,3,1,1
10136,0,-101,99,4,0,3,2,1
10137,0,-86,100,10,0,42,2,1
10138,0,-86,100,10,0,42,0,1
10139,0,-86,100,10,0,42,-1,1
10140,0,-86,100,10,0,42,1,1
10141,0,-88,100,10,0,36,1,1
10142,0,-88,100,10,0,36,21,1
10143,0,-88,100,10,0,36,-1,1
10144,0,-88,100,10,0,36,-3,1
10145,0,-94,100,8,0,52,-4,1
10146,0,-94,100,8,0,52,-4,1
10147,0,-94,100,9,0,52,-7,1
10148,0,-94,100,9,0,52,-10,1
10149,0,-88,100,10,0,37,-5,1
10150,0,-88,100,10,0,37,-3,1
10151,0,-88,100,9,0,37,-3,1
10152,0,-88,100,10,0,37,-1,1
10153,0,-102,100,0,0,5,0,1
10154,0,-103,100,0,0,5,17,1
10155,0,-103,100,0,0,5,0,1
10156,0,-104,100,-1,0,5,2,1
10157,0,-87,100,11,0,45,-2,1
10158,0,-87,100,10,0,45,-1,1
10159,0,-87,100,10,0,45,0,1
10160,0,-87,100,10,0,45,-1,1
10161,0,-87,100,10,0,74,0,1
10162,0,-87,100,11,0,74,0,1
10163,0,-87,100,11,0,74,0,1
10164,0,-87,100,8,0,74,1,1
10165,0,-104,100,0,0,1,2,1
10166,0,-104,100,0,0,1,-3,1
10167,0,-104,100,0,0,1,17,1
10168,0,-104,100,0,0,1,2,1
10169,0,-86,100,10,0,68,-1,1
10170,0,-87,100,11,0,68,1,1
10171,0,-86,100,9,0,68,2,1
10172,0,-87,100,11,0,68,2,1
10173,0,-93,100,9,0,32,1,1
10174,0,-93,100,9,0,32,2,1
10175,0,-93,100,9,0,32,1,1
10176,0,-93,100,9,0,32,0,1
10177,0,-90,100,9,0,70,0,1
10178,0,-91,100,8,0,70,-1,1
10179,0,-91,100,8,0,70,16,1
10180,0,-90,100,8,0,70,0,1
10181,0,-92,100,9,0,34,-2,1
10182,0,-91,100,9,0,34,-2,1
10183,0,-92,100,9,0,34,-4,1
10184,0,-92,100,10,0,34,-3,1
10185,0,-85,100,10,0,66,-2,1
10186,0,-85,100,11,0,66,-2,1
10187,0,-85,100,10,0,66,-1,1
10188,0,-85,100,10,0,66,-1,1
10193,0,-87,96,9,0,57,0,1
10194,0,-87,96,10,0,57,10,1
10195,0,-87,96,10,0,57,3,1
10196,0,-87,96,9,0,57,4,1
10197,0,-87,96,11,0,43,4,1
10198,0,-87,96,10,0,43,3,1
10199,0,-87,96,11,0,43,3,1
10200,0,-87,96,10,0,43,2,1
10201,0,-92,96,9,0,49,0,1
10202,0,-91,96,10,0,49,1,1
10203,0,-92,96,9,0,49,0,1
10204,0,-92,96,9,0,49,16,1
10205,0,-96,96,7,0,30,-2,1
10206,0,-96,96,8,0,30,-4,1
10207,0,-96,96,7,0,30,-5,1
10208,0,-96,96,7,0,30,-5,1
10209,0,-103,96,2,0,7,-6,1
10210,0,-103,96,2,0,7,-8,1
10211,0,-102,96,3,0,7,-5,1
10212,0,-103,96,2,0,7,-4,1
10213,0,-94,96,9,0,33,-6,1
10214,0,-94,96,8,0,33,-6,1
10215,0,-94,96,8,0,33,-6,1
10216,0,-94,96,8,0,33,-5,1
10217,0,-97,96,7,0,26,15,1
10218,0,-96,96,7,0,26,0,1
10219,0,-96,96,7,0,26,1,1
10220,0,-96,96,7,0,26,1,1
10221,0,-103,96,1,0,12,1,1
10222,0,-103,96,2,0,12,0,1
10223,0,-103,96,3,0,12,-3,1
10224,0,-103,96,2,0,12,-3,1
10225,0,-102,96,4,0,9,-1,1
10226,0,-102,96,4,0,9,-2,1
10227,0,-101,96,4,0,9,-3,1
10228,0,-102,96,3,0,9,0,1
10229,0,-89,96,10,0,55,14,1
10230,0,-89,96,9,0,55,0,1
10231,0,-89,96,10,0,55,-1,1
10232,0,-89,96,9,0,55,-2,1
10317,0,-88,100,4,0,75,17,1
10318,0,-89,100,8,0,75,-2,1
10319,0,-89,100,8,0,75,-3,1
10320,0,-88,100,7,0,75,-3,1
10321,0,-87,100,9,0,47,-5,1
10322,0,-87,100,10,0,47,-4,1
10323,0,-87,100,10,0,47,-7,1
10324,0,-87,100,10,0,47,-3,1
10329,0,-93,96,8,0,19,0,1
10330,0,-93,96,8,0,19,5,1
10331,0,-93,96,8,0,19,-6,1
10332,0,-93,96,8,0,19,-3,1
10333,0,-90,96,9,0,15,-3,1
10334,0,-90,96,9,0,15,-4,1
10335,0,-90,96,9,0,15,-5,1
10336,0,-89,96,9,0,15,-6,1
10337,0,-90,96,9,0,16,-5,1
10338,0,-90,96,9,0,16,-1,1
10339,0,-90,96,8,0,16,0,1
10340,0,-90,96,9,0,16,1,1
10341,0,-87,96,10,0,64,1,1
10342,0,-87,96,9,0,64,20,1
10343,0,-86,96,10,0,64,3,1
10344,0,-86,96,10,0,64,2,1
10345,0,-89,96,9,0,31,2,1
10346,0,-89,96,10,0,31,0,1
10347,0,-89,96,9,0,31,-1,1
10348,0,-89,96,9,0,31,-2,1
10349,0,-90,96,9,0,17,-1,1
10350,0,-90,96,10,0,17,-6,1
10351,0,-90,96,10,0,17,-4,1
10352,0,-90,96,9,0,17,-2,1
10353,0,-92,96,8,0,54,-2,1
10354,0,-92,96,9,0,54,15,1
10355,0,-92,96,8,0,54,-1,1
10356,0,-92,96,8,0,54,0,1
10357,0,-88,96,9,0,59,-5,1
10358,0,-88,96,10,0,59,-3,1
10359,0,-88,96,10,0,59,-1,1
10360,0,-88,96,10,0,59,1,1
10361,0,-92,96,9,0,56,2,1
10362,0,-92,96,9,0,56,1,1
10363,0,-92,96,9,0,56,1,1
10364,0,-92,96,9,0,56,4,1
10365,0,-90,96,0,0,0,3,1
10366,0,-90,96,0,0,0,3,1
10367,0,-91,96,0,0,0,16,1
10368,0,-90,96,0,0,0,1,1
10369,0,-94,96,6,0,72,1,1
10370,0,-94,96,8,0,72,-1,1
10371,0,-94,96,8,0,72,-1,1
10372,0,-94,96,8,0,72,-1,1
10373,0,-90,96,9,0,6,-2,1
10374,0,-90,96,9,0,6,-2,1
10375,0,-91,96,9,0,6,-3,1
10376,0,-91,96,9,0,6,-1,1
10377,0,-87,96,10,0,27,-1,1
10378,0,-87,96,9,0,27,0,1
10379,0,-87,96,10,0,27,18,1
10380,0,-87,96,11,0,27,3,1
10381,0,-91,96,8,0,60,3,1
10382,0,-91,96,9,0,60,4,1
10383,0,-91,96,9,0,60,3,1
10384,0,-91,96,9,0,60,3,1
10385,0,-92,96,10,0,35,2,1
10386,0,-92,96,9,0,35,-2,1
10387,0,-92,96,9,0,35,-1,1
10388,0,-92,96,9,0,35,3,1
10389,0,-88,96,3,0,40,0,1
10390,0,-88,96,3,0,40,1,1
10391,0,-88,96,4,0,40,19,1
10392,0,-88,96,10,0,14,-1,1
10393,0,-86,96,0,0,14,-4,1
10394,0,-87,96,2,0,14,-3,1
10395,0,-88,96,9,0,14,-8,1
10396,0,-89,96,9,0,15,-8,1
10397,0,-89,96,10,0,15,-4,1
10398,0,-88,96,10,0,15,-5,1
10399,0,-89,96,9,0,15,-3,1
10402,0,-98,94,3,0,71,0,1
10404,0,-91,93,9,0,65,0,1
10405,0,-91,93,9,0,65,-6,1
